step,sheep,wolves,mean_theta
0,15,9,0.5
1,15.84,9,0.4
2,16.788,8,0.4056
3,17.8482,7,0.3722
4,19.1029,6,0.3375
5,20.4984,5,0.35
6,22.1198,5,0.3167
7,23.9303,5,0.33
8,25.9022,4,0.32
9,28.0223,4,0.33
10,30.4238,3,0.325
11,33.0311,3,0.325
12,35.8437,3,0.45
13,38.7775,3,0.55
14,41.9514,3,0.55
15,45.4544,3,0.5
16,49.1498,3,0.5667
17,53.1187,3,0.5833
18,57.4956,3,0.5333
19,62.2649,3,0.5167
20,67.2928,4,0.5833
21,72.8377,5,0.5333
22,78.1585,5,0.6125
23,83.6101,6,0.55
24,89.3499,8,0.57
25,94.8456,10,0.5832
26,99.9483,12,0.525
27,104.7208,14,0.475
28,108.6596,17,0.4726
29,112.2377,21,0.4355
30,114.4735,25,0.4282
31,115.498,30,0.3942
32,113.7541,36,0.4185
33,109.9418,42,0.4046
34,104.0928,50,0.3869
35,94.0051,58,0.4262
36,79.9257,65,0.4541
37,65.3673,69,0.4422
38,50.9526,71,0.4483
39,38.8026,70,0.4459
40,29.9004,66,0.4218
41,23.5053,61,0.4076
42,19.1323,55,0.394
43,16.2131,49,0.3764
44,14.1754,44,0.373
45,12.755,38,0.3714
46,11.8444,34,0.3541
47,11.3078,30,0.3476
48,11.0641,26,0.325
49,11.0265,23,0.3133
50,11.2134,20,0.2904
51,11.5638,17,0.2717
52,12.046,15,0.265
53,12.6543,13,0.2647
54,13.4117,12,0.2433
55,14.266,10,0.2538
56,15.2453,9,0.2375
57,16.3674,8,0.24
58,17.563,7,0.2722
59,18.8557,6,0.3
60,20.2953,6,0.3071
61,21.9007,5,0.3167
62,23.6451,5,0.3083
63,25.5804,4,0.33
64,27.6882,4,0.32
65,30.0459,3,0.3375
66,32.6373,3,0.3125
67,35.4164,3,0.45
68,38.3152,3,0.55
69,41.3881,3,0.6
70,44.8668,3,0.4833
71,48.5392,3,0.55
72,52.6723,3,0.45
73,56.9835,3,0.55
74,61.5536,3,0.6
75,66.7271,4,0.4833
76,72.2622,4,0.5167
77,78.0178,5,0.4625
78,83.9745,6,0.5375
79,89.9241,7,0.53
80,95.6028,9,0.5583
81,101.0617,11,0.5571
82,106.1819,14,0.4983
83,110.306,17,0.5055
84,113.4375,21,0.465
85,115.1158,25,0.4556
86,115.5532,30,0.4165
87,114.3295,36,0.4021
88,110.6109,42,0.4016
89,104.6697,49,0.3882
90,96.3776,55,0.3879
91,85.7877,60,0.3894
92,74.5737,64,0.3814
93,63.1966,66,0.3827
94,52.2839,67,0.3873
95,42.5417,66,0.3944
96,34.7559,62,0.384
97,28.7648,58,0.3752
98,24.5416,53,0.3619
99,21.262,48,0.3662
