step,sheep,wolves,mean_theta
0,21.0144,10,0.448
1,22.0872,9,0.445
2,23.3484,8,0.4333
3,24.8999,8,0.3812
4,26.5271,7,0.3937
5,28.3336,6,0.4143
6,30.3566,6,0.4333
7,32.6409,6,0.375
8,34.9894,5,0.425
9,37.6609,5,0.43
10,40.557,5,0.42
11,43.6758,5,0.42
12,47.0825,5,0.4
13,50.7032,5,0.42
14,54.6301,5,0.41
15,58.681,5,0.47
16,63.2258,5,0.41
17,68.0183,5,0.44
18,73.2863,5,0.41
19,78.8414,5,0.44
20,84.5575,6,0.5
21,90.5949,7,0.4333
22,96.3657,8,0.4714
23,102.4512,9,0.4188
24,107.6814,11,0.4944
25,112.3731,14,0.4664
26,114.3767,18,0.5336
27,114.8685,23,0.4833
28,111.1295,30,0.5239
29,105.6175,36,0.4533
30,96.5101,44,0.4703
31,86.0117,52,0.4314
32,71.2151,60,0.4756
33,56.7157,66,0.46
34,44.9812,67,0.4227
35,35.8973,67,0.4097
36,29.1809,65,0.3896
37,24.4434,60,0.3669
38,21.6581,55,0.3242
39,19.3926,49,0.3382
40,17.9615,44,0.3224
41,16.9026,40,0.3284
42,16.2223,35,0.3187
43,15.7478,32,0.3357
44,15.5643,28,0.3172
45,15.52,25,0.3339
46,15.6721,22,0.328
47,15.9808,20,0.3318
48,16.3835,17,0.34
49,16.9406,16,0.3529
50,17.5072,14,0.3781
51,18.1506,13,0.4107
52,18.9474,11,0.3923
53,19.946,10,0.3909
54,21.041,9,0.41
55,22.2887,9,0.4111
56,23.6717,8,0.3833
57,25.1926,7,0.4062
58,26.9775,7,0.3786
59,28.8889,6,0.3786
60,30.9675,6,0.425
61,33.2467,6,0.4
62,35.7302,5,0.3833
63,38.4582,5,0.43
64,41.4579,5,0.4
65,44.7144,5,0.39
66,48.1776,5,0.41
67,51.8824,5,0.42
68,55.8437,5,0.43
69,60.1995,5,0.4
70,64.8619,5,0.41
71,69.6714,5,0.47
72,74.9525,5,0.44
73,80.6339,5,0.44
74,86.5242,6,0.49
75,92.7021,7,0.4333
76,98.8111,8,0.4429
77,104.3989,10,0.4938
78,108.8901,12,0.518
79,112.0534,16,0.5375
80,113.7062,20,0.4844
81,113.9324,24,0.4455
82,111.0386,31,0.475
83,103.1737,39,0.501
84,93.1421,47,0.4597
85,79.7623,55,0.4713
86,65.9355,62,0.4518
87,52.4022,66,0.4476
88,41.5602,67,0.4227
89,33.5786,67,0.3963
90,28.0163,63,0.3604
91,23.7452,58,0.3643
92,21.1961,53,0.325
93,19.2238,47,0.3311
94,17.9214,43,0.3245
95,16.934,38,0.3279
96,16.3455,34,0.3224
97,15.9753,30,0.3279
98,15.877,27,0.3217
99,15.8929,24,0.3333
100,16.1186,21,0.325
101,16.4184,19,0.3524
102,16.8502,17,0.3526
103,17.488,15,0.3324
104,18.1499,14,0.3767
105,18.8169,12,0.4107
106,19.7465,11,0.3833
107,20.8088,10,0.3818
108,21.9856,9,0.395
109,23.3014,8,0.4056
110,24.8626,8,0.375
111,26.4737,7,0.4
112,28.2911,7,0.4071
113,30.28,6,0.3857
114,32.4919,6,0.4083
115,34.8476,6,0.4167
116,37.374,5,0.4167
117,40.2686,5,0.41
118,43.4539,5,0.38
119,46.7716,5,0.43
120,50.3683,5,0.42
121,54.214,5,0.43
122,58.4128,5,0.41
123,62.9369,5,0.41
124,67.5691,5,0.48
125,72.6165,5,0.46
126,77.961,6,0.48
127,83.5275,6,0.4333
128,89.6291,7,0.4083
129,95.1906,8,0.4929
130,100.626,10,0.4875
131,104.9549,12,0.518
132,108.1771,15,0.525
133,110.0702,19,0.5
134,109.3932,24,0.5079
135,106.9516,30,0.4633
136,101.588,36,0.455
137,92.6045,44,0.4758
138,81.3494,51,0.4577
139,69.0282,58,0.4482
140,56.6066,62,0.4388
141,45.4862,64,0.4347
142,37.0758,64,0.4047
143,30.7915,62,0.3828
144,25.8771,58,0.3806
145,22.9996,53,0.331
146,20.8342,48,0.333
147,19.2852,43,0.3302
148,18.2756,39,0.3221
149,17.4395,35,0.3397
150,17.0349,31,0.32
151,16.8177,28,0.3306
152,16.8438,24,0.3196
153,17.0459,22,0.3333
154,17.4098,19,0.325
155,17.8868,17,0.3474
156,18.3376,16,0.4
157,19.0216,14,0.3562
158,19.7729,13,0.3929
159,20.7388,12,0.3577
160,21.7291,11,0.3958
161,22.9699,10,0.3545
162,24.2688,9,0.395
163,25.6279,8,0.4444
164,27.4013,7,0.35
165,29.2975,7,0.4
166,31.2443,7,0.4357
167,33.5095,6,0.3571
168,35.9574,6,0.4083
169,38.505,6,0.4417
170,41.4024,5,0.375
171,44.6546,5,0.39
172,48.0394,5,0.44
173,51.7865,5,0.4
174,55.7404,5,0.43
175,59.9349,5,0.45
176,64.5109,5,0.43
177,69.2589,5,0.48
178,74.5849,6,0.42
179,80.1564,6,0.3833
180,85.9237,7,0.425
181,91.3497,8,0.4786
182,96.1639,9,0.5375
183,101.2317,11,0.4778
184,105.4753,13,0.48
185,108.1333,17,0.5231
186,108.9551,21,0.4941
187,106.3674,27,0.5357
188,101.2905,34,0.4974
189,93.3139,41,0.4779
190,83.2453,48,0.461
191,72.6149,54,0.4312
192,60.3466,59,0.4528
193,48.1596,63,0.4653
194,40.1025,63,0.3857
195,33.3492,61,0.3873
196,28.2285,58,0.3779
197,24.2356,54,0.3784
198,21.7005,49,0.3444
199,20.099,44,0.3224
200,18.7926,40,0.3409
201,17.9742,36,0.3262
202,17.3891,32,0.3347
203,17.1004,28,0.3312
204,17.0423,25,0.3357
205,17.2281,23,0.324
206,17.5011,20,0.3326
207,17.8555,18,0.3625
208,18.3546,16,0.3639
209,18.9484,15,0.3844
210,19.6864,13,0.37
211,20.6048,12,0.3731
212,21.6226,11,0.3833
213,22.7622,10,0.3909
214,24.112,9,0.37
215,25.5285,8,0.4167
216,27.2109,8,0.3875
217,29.0041,7,0.3875
218,30.9314,7,0.4357
219,33.1059,6,0.3857
220,35.5607,6,0.3917
221,38.1388,6,0.4167
222,40.9668,6,0.3917
223,43.9144,6,0.425
224,47.0981,5,0.4167
225,50.7459,5,0.41
226,54.5924,5,0.44
227,58.8206,5,0.41
228,63.2792,5,0.44
229,68.1802,5,0.41
230,73.3483,5,0.44
231,78.9081,6,0.44
232,84.6289,6,0.4167
233,90.811,7,0.4083
234,96.8454,8,0.4357
235,102.6949,10,0.45
236,107.7341,12,0.463
237,111.5156,15,0.4917
238,114.2031,18,0.46
239,114.6942,23,0.4833
240,111.781,29,0.4957
241,104.9087,37,0.5062
242,94.7661,46,0.4832
243,82.2892,54,0.4578
244,68.5675,61,0.4491
245,54.4714,66,0.4554
246,43.2432,67,0.4217
247,35.6281,66,0.3746
248,28.7661,64,0.403
249,24.4915,59,0.3531
250,22.0239,53,0.3093
251,19.805,48,0.3443
252,18.5722,43,0.3073
253,17.4058,39,0.3442
254,16.7818,35,0.3167
255,16.254,31,0.3414
256,16.163,28,0.3097
257,15.9836,25,0.3607
258,16.193,22,0.316
259,16.4675,19,0.3432
260,16.8553,17,0.3658
261,17.4562,16,0.3441
262,17.9921,14,0.3938
263,18.8017,13,0.3571
264,19.6271,11,0.3923
265,20.7478,10,0.3545
266,21.8983,9,0.405
267,23.2571,9,0.3833
268,24.6874,8,0.3889
269,26.3414,7,0.375
270,28.1788,7,0.3929
271,30.0977,6,0.4143
272,32.2964,6,0.4083
273,34.6734,6,0.4
274,37.1491,5,0.4333
275,40.0467,5,0.4
276,43.1703,5,0.4
277,46.4664,5,0.43
278,50.0652,5,0.41
279,53.9152,5,0.42
280,58.0613,5,0.42
281,62.5581,5,0.41
282,67.3345,5,0.43
283,72.5125,5,0.42
284,78.0089,5,0.44
285,83.7933,6,0.47
286,89.8222,7,0.425
287,95.7415,8,0.4429
288,101.1767,9,0.4913
289,106.1415,11,0.5144
290,110.4508,14,0.4909
291,112.809,18,0.5107
292,113.4802,22,0.475
293,111.0971,28,0.5
294,106.711,35,0.4529
295,96.9928,44,0.4963
296,85.247,52,0.4568
297,70.8914,59,0.4692
298,56.9414,65,0.4573
299,46.3503,66,0.4
300,37.1683,66,0.4106
301,30.8683,64,0.3712
302,25.4663,60,0.3906
303,22.2563,55,0.3425
304,20.0262,50,0.3309
305,18.0747,45,0.359
306,17.0688,40,0.3144
307,16.2504,36,0.3362
308,15.775,32,0.3264
309,15.4871,28,0.3359
310,15.443,25,0.3339
311,15.5519,22,0.338
312,15.8069,20,0.3455
313,16.2313,18,0.3325
314,16.7921,16,0.3306
315,17.3815,14,0.3688
316,18.1063,13,0.3786
317,18.951,11,0.3731
318,19.981,10,0.3773
319,21.1439,9,0.38
320,22.4559,8,0.3833
321,23.9357,8,0.3875
322,25.4736,7,0.4062
323,27.3064,7,0.3643
324,29.226,6,0.3857
325,31.3128,6,0.4333
326,33.6174,5,0.4
327,36.2211,5,0.41
328,39.0065,5,0.42
329,41.9846,5,0.43
330,45.2363,5,0.41
331,48.715,5,0.42
332,52.4344,5,0.43
333,56.4666,5,0.42
334,60.8399,5,0.41
335,65.5854,5,0.4
336,70.5207,5,0.45
337,76.0213,5,0.4
338,81.742,5,0.45
339,87.7132,6,0.49
340,94.0724,7,0.4167
341,100.1683,8,0.4571
342,105.6125,10,0.5188
343,110.2488,13,0.51
344,113.876,16,0.4692
345,115.9315,20,0.4656
346,114.6319,25,0.5055
347,110.8376,32,0.484
348,103.0479,40,0.4838
349,92.4731,48,0.4605
350,78.9351,57,0.4667
351,64.5744,63,0.4496
352,50.184,68,0.4659
353,40.1432,68,0.4012
354,32.3233,67,0.3941
355,26.7201,63,0.3709
356,22.5437,58,0.3698
357,19.7393,53,0.3517
358,18.022,48,0.3208
359,16.6523,42,0.3333
360,15.8813,38,0.3167
361,15.2421,34,0.3355
362,14.9555,30,0.3176
363,14.7895,26,0.3367
364,14.9344,23,0.3154
365,15.0562,21,0.363
366,15.4273,19,0.3262
367,15.8839,16,0.3368
368,16.424,15,0.375
369,17.0818,13,0.3633
370,17.8599,12,0.3808
371,18.7912,11,0.3625
372,19.8125,10,0.3773
373,20.9874,9,0.37
374,22.3474,8,0.3556
375,23.857,7,0.3688
376,25.5341,6,0.3857
377,27.4134,6,0.4
378,29.4612,6,0.3833
379,31.5972,5,0.4167
380,34.027,5,0.42
381,36.6624,5,0.41
382,39.4414,5,0.44
383,42.5829,4,0.37
384,46.0917,4,0.4
385,49.7883,4,0.45
386,53.9182,4,0.3875
387,58.2721,4,0.4375
388,62.9455,4,0.45
389,68.0284,4,0.4375
390,73.4843,4,0.45
391,79.2969,5,0.475
392,85.0023,5,0.51
393,91.1182,6,0.51
394,97.3735,7,0.475
395,103.3619,9,0.5
396,108.1496,11,0.5422
397,112.6,14,0.4864
398,114.8182,18,0.5214
399,115.0593,23,0.4944
400,111.6622,30,0.512
401,103.7778,38,0.517
402,93.7331,46,0.4708
403,81.1344,55,0.4633
404,67.1144,61,0.4509
405,53.2432,66,0.457
406,42.3736,67,0.4189
407,34.1425,67,0.3993
408,27.454,64,0.4015
409,23.1629,59,0.3641
410,20.4726,53,0.3331
411,18.4775,48,0.3387
412,17.2257,43,0.3177
413,16.2386,39,0.3326
414,15.6565,34,0.3167
415,15.2674,30,0.3338
416,15.1567,27,0.325
417,15.1302,24,0.3426
418,15.3201,21,0.3312
419,15.605,19,0.3524
420,16.024,17,0.35
421,16.5512,15,0.3588
422,17.1595,14,0.3833
423,17.9033,12,0.3679
424,18.7878,11,0.3833
425,19.8296,10,0.3682
426,20.9836,9,0.38
427,22.2164,8,0.4167
428,23.6683,8,0.3937
429,25.241,7,0.3812
430,27.0016,6,0.3929
431,29.0483,6,0.3667
432,31.1543,6,0.4167
433,33.413,5,0.4167
434,36.0008,5,0.41
435,38.7693,5,0.42
436,41.7507,5,0.42
437,45.0531,5,0.38
438,48.5425,4,0.41
439,52.4356,4,0.45
440,56.6986,4,0.425
441,61.277,4,0.4375
442,66.3263,4,0.4
443,71.7186,4,0.425
444,77.5888,4,0.4125
445,83.9394,5,0.4125
446,90.1635,5,0.47
447,97.0971,6,0.42
448,103.9764,7,0.4417
449,110.3138,9,0.5071
450,115.7026,11,0.5167
451,119.3183,15,0.5682
452,122.522,19,0.4433
453,122.038,25,0.4974
454,116.4548,33,0.53
455,107.3224,42,0.4915
456,94.0541,52,0.484
457,77.6257,62,0.4802
458,59.8059,70,0.4832
459,45.7216,74,0.4357
460,35.4169,74,0.3997
461,27.8164,70,0.3865
462,23.1474,65,0.3479
463,19.504,59,0.36
464,17.3137,53,0.3271
465,15.7789,47,0.3236
466,14.7185,42,0.3234
467,13.9561,37,0.3286
468,13.5172,33,0.323
469,13.2705,29,0.3258
470,13.2327,26,0.3224
471,13.3041,23,0.3308
472,13.4126,20,0.363
473,13.7653,18,0.335
474,14.2712,15,0.3194
475,14.8271,14,0.37
476,15.478,12,0.3643
477,16.2596,11,0.375
478,17.1523,10,0.3727
479,18.1599,9,0.375
480,19.2069,8,0.4278
481,20.5149,7,0.3625
482,21.9458,7,0.3929
483,23.4644,6,0.4
484,25.2172,6,0.3833
485,27.0871,5,0.3917
486,29.185,5,0.41
487,31.4293,4,0.42
488,33.9845,4,0.425
489,36.7848,4,0.4
490,39.7754,4,0.425
491,43.0748,4,0.3875
492,46.5531,4,0.4375
493,50.3634,4,0.4125
494,54.4303,4,0.4375
495,58.7058,4,0.4875
496,63.3494,4,0.475
497,68.3952,4,0.4625
498,73.8805,4,0.45
499,79.6025,4,0.5125
