step,sheep,wolves,mean_theta
0,15,9,0.5
1,15.84,9,0.4
2,16.8229,8,0.3833
3,17.9222,7,0.35
4,19.1625,6,0.35
5,20.5939,5,0.3286
6,22.2116,5,0.325
7,24.0296,4,0.33
8,26.0096,4,0.32
9,28.2243,4,0.3375
10,30.6587,4,0.3125
11,33.2693,3,0.3375
12,35.9375,3,0.45
13,38.8789,3,0.55
14,41.997,3,0.6
15,45.4576,3,0.5333
16,49.1283,3,0.5833
17,53.1494,3,0.55
18,57.5289,3,0.5333
19,62.206,4,0.5667
20,67.2292,4,0.5833
21,72.3252,5,0.55
22,77.7278,6,0.575
23,82.8074,7,0.63
24,88.0831,8,0.5498
25,93.258,10,0.5357
26,98.0188,13,0.5563
27,102.4345,15,0.4995
28,106.579,17,0.4164
29,110.8014,19,0.366
30,115.2868,21,0.3183
31,118.8094,25,0.3323
32,121.4114,30,0.3381
33,120.822,35,0.3813
34,117.7819,42,0.3793
35,112.7242,49,0.3713
36,103.6455,58,0.3908
37,90.7901,66,0.4156
38,75.516,72,0.4204
39,59.7474,74,0.4254
40,46.3581,74,0.4092
41,35.2379,71,0.4175
42,27.0227,67,0.4093
43,21.1424,61,0.4067
44,16.9011,55,0.4079
45,13.9113,49,0.4127
46,11.7836,44,0.4181
47,10.3841,38,0.4059
48,9.3917,34,0.4041
49,8.7251,30,0.4091
50,8.3282,26,0.389
51,8.1607,22,0.364
52,8.1683,20,0.3464
53,8.3153,17,0.3389
54,8.5246,15,0.3401
55,8.8812,13,0.3111
56,9.3064,11,0.3159
57,9.8341,10,0.3028
58,10.4566,8,0.3033
59,11.186,7,0.275
60,12.0523,7,0.2562
61,12.9924,6,0.2857
62,13.9701,5,0.3214
63,15.0751,4,0.3167
64,16.309,4,0.33
65,17.7067,4,0.325
66,19.2242,3,0.325
67,20.8717,3,0.325
68,22.7292,3,0.3333
69,24.7646,2,0.3167
70,26.8734,2,0.45
71,29.2355,2,0.55
72,31.8214,2,0.525
73,34.6185,2,0.55
74,37.6234,2,0.6
75,40.9305,2,0.55
76,44.5508,2,0.525
77,48.4668,2,0.55
78,52.8337,2,0.45
79,57.4777,2,0.55
80,62.6565,2,0.45
81,68.164,2,0.55
82,74.0806,2,0.6
83,80.7145,3,0.475
84,87.8094,3,0.55
85,94.9,4,0.5833
86,102.7719,5,0.5167
87,110.5281,7,0.5575
88,118.1159,9,0.57
89,125.5749,12,0.4786
90,130.9333,17,0.5791
91,134.984,22,0.5232
92,136.6783,29,0.4676
93,135.9928,38,0.4339
94,129.9292,48,0.4533
95,119.473,57,0.4318
96,107.4867,67,0.3794
97,91.7728,76,0.3927
98,71.9984,83,0.428
99,52.9759,84,0.4357
100,37.5511,83,0.4284
