step,sheep,wolves,mean_theta
0,17,10,0.5
1,17.0158,10,0.0717
2,17.0316,10,0.0718
3,17.0474,10,0.0719
4,17.0632,10,0.0719
5,17.079,10,0.072
6,17.0949,10,0.072
7,17.1107,10,0.0721
8,17.1266,10,0.0722
9,17.1425,10,0.0722
10,17.1584,10,0.0723
11,17.1743,10,0.0724
12,17.1903,10,0.0724
13,17.2062,10,0.0725
14,17.2222,10,0.0725
15,17.2381,10,0.0726
16,17.2541,10,0.0727
17,17.2701,10,0.0727
18,17.2861,10,0.0728
19,17.3021,10,0.0728
20,17.3182,10,0.0729
21,17.3342,10,0.073
22,17.3503,10,0.073
23,17.3664,10,0.0731
24,17.3825,10,0.0732
25,17.3986,10,0.0732
26,17.4147,10,0.0733
27,17.4308,10,0.0734
28,17.447,10,0.0734
29,17.4632,10,0.0735
30,17.4793,10,0.0735
31,17.4955,10,0.0736
32,17.5117,10,0.0737
33,17.528,10,0.0737
34,17.5442,10,0.0738
35,17.5604,10,0.0739
36,17.5767,10,0.0739
37,17.593,10,0.074
38,17.6093,10,0.074
39,17.6256,10,0.0741
40,17.6419,10,0.0742
41,17.6582,10,0.0742
42,17.6746,10,0.0743
43,17.6909,10,0.0744
44,17.7073,10,0.0744
45,17.7237,10,0.0745
46,17.7401,10,0.0746
47,17.7565,10,0.0746
48,17.7729,10,0.0747
49,17.7894,10,0.0747
50,17.8058,10,0.0748
51,17.8223,10,0.0749
52,17.8388,10,0.0749
53,17.8553,10,0.075
54,17.8718,10,0.0751
55,17.8883,10,0.0751
56,17.9049,10,0.0752
57,17.9214,10,0.0753
58,17.938,10,0.0753
59,17.9546,10,0.0754
60,17.9712,10,0.0755
61,17.9878,10,0.0755
62,18.0044,10,0.0756
63,18.021,10,0.0756
64,18.0377,10,0.0757
65,18.0544,10,0.0758
66,18.0711,10,0.0758
67,18.0878,10,0.0759
68,18.1045,10,0.076
69,18.1212,10,0.076
70,18.1379,10,0.0761
71,18.1547,9,0.0762
72,18.1715,9,0.0762
73,18.1884,9,0.0763
74,18.2053,9,0.0764
75,18.2223,9,0.0764
76,18.2392,9,0.0765
77,18.2562,9,0.0766
78,18.2732,9,0.0766
79,18.2902,9,0.0767
80,18.3072,9,0.0768
81,18.3243,9,0.0768
82,18.3413,9,0.0769
83,18.3584,9,0.077
84,18.3755,9,0.077
85,18.3926,9,0.0771
86,18.4097,9,0.0772
87,18.4268,9,0.0772
88,18.444,9,0.0773
89,18.4611,9,0.0774
90,18.4783,9,0.0774
91,18.4955,9,0.0775
92,18.5127,9,0.0776
93,18.5299,9,0.0776
94,18.5472,9,0.0777
95,18.5644,9,0.0778
96,18.5817,9,0.0778
97,18.5989,9,0.0779
98,18.6162,9,0.078
99,18.6335,9,0.078
100,18.6509,9,0.0781
101,18.6682,9,0.0782
102,18.6856,9,0.0782
103,18.7029,9,0.0783
104,18.7203,9,0.0784
105,18.7377,9,0.0784
106,18.7551,9,0.0785
107,18.7725,9,0.0786
108,18.79,9,0.0786
109,18.8074,9,0.0787
110,18.8249,9,0.0788
111,18.8424,9,0.0788
112,18.8599,9,0.0789
113,18.8774,9,0.079
114,18.895,9,0.079
115,18.9125,9,0.0791
116,18.9301,9,0.0792
117,18.9477,9,0.0792
118,18.9653,9,0.0793
119,18.9829,9,0.0794
120,19.0005,9,0.0794
121,19.0181,9,0.0795
122,19.0358,9,0.0796
123,19.0534,9,0.0796
124,19.0711,9,0.0797
125,19.0888,9,0.0798
126,19.1066,9,0.0798
127,19.1243,9,0.0799
128,19.142,9,0.08
129,19.1598,9,0.08
130,19.1776,9,0.0801
131,19.1954,9,0.0802
132,19.2132,9,0.0803
133,19.231,9,0.0803
134,19.2488,9,0.0804
135,19.2667,9,0.0805
136,19.2846,9,0.0805
137,19.3024,9,0.0806
138,19.3203,9,0.0807
139,19.3382,9,0.0807
140,19.3562,9,0.0808
141,19.3741,9,0.0809
142,19.3921,9,0.0809
143,19.4101,9,0.081
144,19.4281,9,0.0811
145,19.4461,9,0.0811
146,19.4641,9,0.0812
147,19.4821,9,0.0813
148,19.5002,9,0.0814
149,19.5183,9,0.0814
150,19.5363,9,0.0815
151,19.5544,8,0.0816
152,19.5726,8,0.0816
153,19.5908,8,0.0817
154,19.6092,8,0.0818
155,19.6275,8,0.0818
156,19.6458,8,0.0819
157,19.6642,8,0.082
158,19.6825,8,0.082
159,19.7009,8,0.0821
160,19.7193,8,0.0822
161,19.7378,8,0.0823
162,19.7562,8,0.0823
163,19.7746,8,0.0824
164,19.7931,8,0.0825
165,19.8116,8,0.0825
166,19.8301,8,0.0826
167,19.8486,8,0.0827
168,19.8672,8,0.0828
169,19.8857,8,0.0828
170,19.9043,8,0.0829
171,19.9228,8,0.083
172,19.9414,8,0.083
173,19.9601,8,0.0831
174,19.9787,8,0.0832
175,19.9973,8,0.0833
176,20.016,8,0.0833
177,20.0347,8,0.0834
178,20.0534,8,0.0835
179,20.0721,8,0.0835
180,20.0908,8,0.0836
181,20.1096,8,0.0837
182,20.1283,8,0.0838
183,20.1471,8,0.0838
184,20.1659,8,0.0839
185,20.1847,8,0.084
186,20.2035,8,0.084
187,20.2224,8,0.0841
188,20.2412,8,0.0842
189,20.2601,8,0.0843
190,20.279,8,0.0843
191,20.2979,8,0.0844
192,20.3168,8,0.0845
193,20.3358,8,0.0845
194,20.3547,8,0.0846
195,20.3737,8,0.0847
196,20.3927,8,0.0848
197,20.4117,8,0.0848
198,20.4307,8,0.0849
199,20.4498,8,0.085
200,20.4688,8,0.085
201,20.4879,8,0.0851
202,20.507,8,0.0852
203,20.5261,8,0.0853
204,20.5452,8,0.0853
205,20.5644,8,0.0854
206,20.5835,8,0.0855
207,20.6027,8,0.0856
