step,sheep,wolves,mean_theta
0,16,10,0.5
1,16.808,9,0.45
2,17.5921,8,0.485
3,18.5676,7,0.45
4,19.7708,6,0.4
5,21.0628,6,0.45
6,22.5087,6,0.475
7,24.0911,5,0.45
8,25.7052,5,0.5
9,27.6395,5,0.45
10,29.5674,5,0.55
11,31.7435,4,0.48
12,34.1671,4,0.43
13,36.8886,4,0.4625
14,39.8876,4,0.425
15,43.0646,4,0.4625
16,46.4237,4,0.5
17,50.1979,4,0.425
18,54.279,4,0.425
19,58.6024,4,0.4625
20,63.3667,4,0.425
21,68.5184,4,0.425
22,74.089,4,0.425
23,80.1124,5,0.425
24,86.6256,5,0.425
25,93.2394,6,0.43
26,100.4095,7,0.42
27,107.2474,9,0.4833
28,110,10,0.4143
29,110,11,0.3511
30,110,12,0.32
31,110,14,0.3364
32,110,15,0.3125
33,110,17,0.3271
34,110,19,0.3153
35,110,21,0.2971
36,110,24,0.3553
37,110,27,0.3381
38,110,30,0.3317
39,110,34,0.3222
40,108.9605,40,0.3317
41,103.8797,48,0.3921
42,93.2995,56,0.4588
43,79.7842,63,0.4638
44,64.8829,68,0.4655
45,50.8876,69,0.4556
46,40.1631,68,0.4154
47,31.2127,64,0.4254
48,25.0982,59,0.3956
49,20.8164,54,0.3844
50,17.8261,49,0.3754
51,15.5007,43,0.388
52,13.8708,38,0.3806
53,12.9616,34,0.35
54,12.2118,30,0.3776
55,11.7404,27,0.3706
56,11.5778,23,0.345
57,11.4493,21,0.3741
58,11.5048,18,0.3761
59,11.5543,16,0.4143
60,11.8518,14,0.375
61,12.2156,13,0.3937
62,12.6444,11,0.4214
63,13.1578,10,0.4154
64,13.7788,9,0.4364
65,14.5428,8,0.405
66,15.3892,7,0.4222
67,16.3441,7,0.4313
68,17.4572,6,0.4143
69,18.6556,5,0.4071
70,20.0184,5,0.4083
71,21.5468,5,0.43
72,23.2156,4,0.41
73,25.0009,4,0.42
74,27.0335,4,0.425
75,29.2313,3,0.425
76,31.6078,3,0.425
77,34.334,3,0.4167
78,37.2764,3,0.4333
79,40.43,3,0.4667
80,43.8948,3,0.4333
81,47.6083,3,0.4667
82,51.6883,3,0.4333
83,56.1465,3,0.4167
84,60.9582,3,0.4333
85,66.0147,3,0.5167
86,71.5632,3,0.4833
87,77.7356,3,0.4167
